Year,Month,Day,Hour,Minute,Second,Sens1,Sens2,VarSens1,VarSens2,Temperature_C,Pressure_Pa,Altitude_m
2015,1,20,12,36,18,497.33334000,511.33334000,0.33333334,94.33332800,20.31250000,95240.00000000,532.99951000
2015,1,20,13,5,4,484,469,22.71250000,95219.00000000,535.27448000
2015,1,20,13,33,51,553,532,25.65625000,95231.00000000,534.74866000
2015,1,20,14,10,50,520,488,18.66250000,95225.00000000,533.69971000
2015,1,20,14,26,30,550,516,22.68125000,95224.00000000,534.39990000
2015,1,20,14,41,4,500,498,24.58750000,95210.00000000,536.93646000
2015,1,20,14,44,20,565,521,23.46250000,95221.00000000,535.62592000
2015,1,20,14,46,22,547,521,23.00000000,95213.00000000,535.71313000
2015,1,20,14,47,5,410,404,22.86875000,95221.00000000,535.01288000
2015,1,20,16,13,43,656,636,25.62500000,95185.00000000,538.33954000
2015,1,20,16,17,31,569,536,26.10000000,95179.00000000,538.51392000
2015,1,20,16,19,47,558,531,26.36249900,95174.00000000,539.47571000
2015,1,20,16,32,6,616,565,23.68750000,95179.00000000,539.03973000
2015,1,20,17,40,8,495,487,25.73749900,95112.00000000,544.55682000
