Year,Month,Day,Hour,Minute,Second,Sens_556_nm,Sens_414_nm,Temperature_C,Pressure_Pa,Altitude_m
2015,1,22,17,55,13,648,725,29.268749,95071,548.76331
2015,1,22,17,55,38,647,722,29.31875,95070,548.93768
2015,1,22,18,9,52,644,717,29.28125,95056,549.98932
2015,1,22,18,10,24,639,716,29.331249,95051,550.34076
2015,1,22,18,10,48,643,717,29.375,95053,550.25092
2015,1,22,18,24,45,640,706,29.375,95046,550.95374
2015,1,22,18,25,13,629,710,29.43125,95051,550.60229
2015,1,22,18,25,37,639,707,29.49375,95044,551.12811
2015,1,22,18,39,42,641,708,28.9625,95033,552.09259
2015,1,22,18,40,4,640,710,28.975,95029,552.00537
2015,1,22,18,40,26,638,703,29.00625,95033,552.09259
2015,1,22,18,55,13,640,708,28.88125,95018,552.88263
2015,1,22,18,55,36,644,707,28.90625,95022,552.96979
2015,1,22,18,56,0,643,705,28.956249,95015,553.32123
2015,1,27,16,25,59,669,695,26.737499,94782,574.03137
2015,1,27,16,26,22,667,696,26.85,94776,573.94415
2015,1,27,16,26,45,670,693,26.975,94789,573.50555
2015,1,27,16,41,9,698,739,29.46875,94787,573.85699
2015,1,27,16,41,31,692,729,29.518749,94789,573.50555
2015,1,27,16,41,55,697,736,29.625,94783,573.50555
2015,1,27,16,55,58,700,742,30.768749,94788,573.41833
2015,1,27,16,56,23,705,739,30.825001,94779,573.50555
2015,1,27,16,56,47,703,752,30.862499,94799,572.71552
2015,1,27,17,11,1,718,767,31.268749,94786,573.67993
2015,1,27,17,11,23,718,764,31.30625,94785,573.50555
2015,1,27,17,11,46,718,763,31.35,94785,574.73419
2015,1,27,17,26,3,728,784,31.35,94785,573.94415
2015,1,27,17,26,28,730,785,31.36875,94773,574.20837
2015,1,27,17,26,52,723,784,31.418751,94784,573.94415
2015,1,27,17,41,6,729,786,31.612499,94757,575.96552
2015,1,27,17,41,31,729,787,31.643749,94765,575.08563
2015,1,27,17,41,55,733,789,31.674999,94765,575.34985
2015,1,27,17,55,51,1,0,31.9,94766,575.34985
2015,1,27,17,56,39,708,796,31.9375,94763,575.26263
2015,1,27,17,57,23,736,769,32.018749,94765,575.08563
2015,1,27,17,58,0,701,696,32.118752,94767,575.26263
2015,1,27,18,12,21,701,733,31.768749,94772,574.82404
2015,1,27,18,12,59,727,789,31.831249,94774,574.82404
2015,1,27,18,13,31,736,792,31.90625,94773,574.20837
2015,1,27,18,27,8,136,412,31.74375,94760,576.31696
2015,1,27,18,27,49,731,762,31.793751,94750,576.05267
2015,1,27,18,28,24,726,781,31.887501,94762,575.96552
2015,1,27,18,28,53,727,781,31.96875,94752,576.84271
